id,source,target,src_sentence,tar_sentence,true_y,src_ratings,tar_ratings
934237,famous,old,"a historic landmark Victorian homes , within 1 block from famous painted ladies.","a historic landmark Victorian homes , within 1 block from old painted ladies.",1,"[3, 3, 4, 4, 4, 4, 4, 5]","[3, 3, 3, 4, 4, 4, 5, 5, 5]"
934455,famous,old,"Best location in Los Angeles area, because close to LAX, public transportations, world- famous beach, restaurants and shops.","Best location in Los Angeles area, because close to LAX, public transportations, world- old beach, restaurants and shops.",1,"[1, 4, 4, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]"
72955,best,nicest,"Potrero Hill has the best weather, best views and best street parking in all of San Francisco, but is also very convenient (4 min drive) to 101 and 280 highway entrances.","Potrero Hill has the nicest weather, nicest views and nicest street parking in all of San Francisco, but is also very convenient (4 min drive) to 101 and 280 highway entrances.",1,"[4, 4, 4, 4, 5, 5, 5, 5, 5]","[2, 4, 4, 4, 4, 5, 5]"
74917,best,nicest,"Besides Hawaii this might be one of the best, most relaxing places on earth.","Besides Hawaii this might be one of the nicest, most relaxing places on earth.",1,"[1, 4, 4, 5, 5, 5, 5, 5, 5]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
1333826,famous,special,"Located just 15 minutes north of DTLA, Pasadena is home of the Rose Bowl, famous for its football games and flea markets.","Located just 15 minutes north of DTLA, Pasadena is home of the Rose Bowl, special for its football games and flea markets.",1,"[2, 3, 4, 4, 4, 4, 4, 4, 4, 4]","[3, 4, 4, 4, 4, 4, 4, 5, 5, 5]"
1333184,famous,special,"The cottage is walkably close to the beach the famous OB Pier -- or a few short miles to Pacific Beach (PB), Mission Beach (MB), Mission Bay, Sea World, Old Town, Downtown, Zoo, and Balboa Park. ","The cottage is walkably close to the beach the special OB Pier -- or a few short miles to Pacific Beach (PB), Mission Beach (MB), Mission Bay, Sea World, Old Town, Downtown, Zoo, and Balboa Park. ",1,"[4, 4, 4, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5]"
621798,square,plaza,Noble square is located on the West Side of Chicago.,Noble plaza is located on the West Side of Chicago.,1,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 4, 5]"
622076,square,plaza,square for fun and lots of activities.,plaza for fun and lots of activities.,1,"[1, 2, 3, 4, 4, 4, 4, 4, 5, 5]","[3, 4, 4, 4, 4, 4, 4, 4, 5]"
110482,famous,renowned,The world-famous San Diego Zoo is only an 18-minute drive away.,The world-renowned San Diego Zoo is only an 18-minute drive away.,1,"[3, 3, 3, 4, 4, 4, 4, 5, 5]","[3, 3, 3, 4, 4, 4, 4, 4, 5, 5]"
112269,famous,renowned,"From your doorstep, you can walk, swim, bike, grab a surf lesson, cycle or roller-blade on the famous Santa Monica bike path.","From your doorstep, you can walk, swim, bike, grab a surf lesson, cycle or roller-blade on the renowned Santa Monica bike path.",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]"
258372,rapidly,quickly,It is indeed a last of a dying breed in a rapidly changing city.,It is indeed a last of a dying breed in a quickly changing city.,1,"[1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 4]","[3, 3, 3, 3, 4, 4, 4, 5, 5]"
258363,rapidly,quickly,"Avondale is quickly following Logan Square's popularity with new restaurants, bars, and other attractions opening up rapidly.","Avondale is quickly following Logan Square's popularity with new restaurants, bars, and other attractions opening up quickly.",1,"[4, 4, 4, 4, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]"
1375385,nice,gorgeous,"It's a nice opportunity for guests to experience the ""real life"" of Los Angeles.","It's a gorgeous opportunity for guests to experience the ""real life"" of Los Angeles.",1,"[2, 3, 3, 4, 4, 4, 4, 4, 5]","[2, 3, 4, 4, 4, 5, 5]"
1374991,nice,gorgeous,"Green space is wonderful- Arb, park near house, Franklin Park, Jamaica Pond, and Forest Hills Cemetery can make very nice running route.","Green space is wonderful- Arb, park near house, Franklin Park, Jamaica Pond, and Forest Hills Cemetery can make very gorgeous running route.",1,"[3, 4, 4, 4, 4, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]"
323770,exciting,interesting,"Bucktown/Wicker Park just got ranked as Chicago's trendiest and highest rental demand neighborhood... and is known for its unique collection of stores and restaurants, as well as its exciting nightlife!","Bucktown/Wicker Park just got ranked as Chicago's trendiest and highest rental demand neighborhood... and is known for its unique collection of stores and restaurants, as well as its interesting nightlife!",1,"[5, 5, 5, 5, 5, 5, 5, 5]","[1, 4, 4, 4, 5, 5, 5, 5, 5]"
1147392,apartment,condo,"Our apartment is located in the Marigny, one of the most historic and well-preserved neighborhoods in New Orleans, conveniently located between the French Quarter and the bohemian Bywater neighborhoods and Frenchmen Street - the best place to catch local music.","Our condo is located in the Marigny, one of the most historic and well-preserved neighborhoods in New Orleans, conveniently located between the French Quarter and the bohemian Bywater neighborhoods and Frenchmen Street - the best place to catch local music.",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 5, 5, 5, 5, 5, 5]"
1148445,apartment,condo,"Echo Park made the top 10 list of best places live in the US THE ECHO PARK LAKE - Recently renovated and reopened July 2013, Echo Park's park features Boat house, boat house Cafe, Peddle boats, canoes, gondolas, fountain, ducks, geese, walking  distance from the apartment.","Echo Park made the top 10 list of best places live in the US THE ECHO PARK LAKE - Recently renovated and reopened July 2013, Echo Park's park features Boat house, boat house Cafe, Peddle boats, canoes, gondolas, fountain, ducks, geese, walking  distance from the condo.",1,"[4, 4, 4, 5, 5, 5, 5, 5, 5]","[1, 4, 5, 5, 5, 5, 5]"
537498,predominantly,especially,"We are located in Gentilly Terrance, predominantly a middle-class and racially diverse section of New Orleans.","We are located in Gentilly Terrance, especially a middle-class and racially diverse section of New Orleans.",1,"[3, 3, 3, 3, 4, 4, 4, 4, 4, 5]","[2, 3, 4, 4, 4, 4, 5, 5, 5]"
537485,predominantly,especially,"Gentilly is a broad, predominantly middle-class and racially diverse section of New Orleans, Louisiana.","Gentilly is a broad, especially middle-class and racially diverse section of New Orleans, Louisiana.",1,"[3, 3, 3, 3, 3, 4, 4, 4, 5]","[2, 3, 3, 3, 4, 4, 4, 4, 4, 5]"
635800,exciting,spectacular,"Just a few blocks away from Mission Bay or the beautiful Pacific Ocean, and within walking or biking distance to some of the fun and exciting restaurants, bars, cafes, rental shops, and shopping Pacific Beach has to offer.  ","Just a few blocks away from Mission Bay or the beautiful Pacific Ocean, and within walking or biking distance to some of the fun and spectacular restaurants, bars, cafes, rental shops, and shopping Pacific Beach has to offer.  ",1,"[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]"
635709,exciting,spectacular,You'll be staying in one of LA's most exciting areas.,You'll be staying in one of LA's most spectacular areas.,1,"[4, 4, 4, 4, 5, 5, 5, 5, 5]","[3, 4, 4, 5, 5, 5, 5, 5, 5]"
1197371,exciting,stunning,"This neighborhood is great because it's safe, fun, exciting, and everything is at your door!","This neighborhood is great because it's safe, fun, stunning, and everything is at your door!",1,"[3, 4, 4, 4, 4, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5, 5]"
1197302,exciting,stunning,"We're located in the heart of Ukranian Village, one of Chicago’s most lovely, fun and exciting neighborhoods.","We're located in the heart of Ukranian Village, one of Chicago’s most lovely, fun and stunning neighborhoods.",1,"[4, 4, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]"
1197274,exciting,stunning,"The Castro is lively and exciting 24 hours a day with bustling bars, cafes and shopping.","The Castro is lively and stunning 24 hours a day with bustling bars, cafes and shopping.",1,"[1, 2, 4, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5]"
1337760,open,outstanding,"We are only three blocks from the northern end of the lakefront park district with open access beaches, running and biking paths, green spaces, beach volley ball, waterfront restaurants and much more.","We are only three blocks from the northern end of the lakefront park district with outstanding access beaches, running and biking paths, green spaces, beach volley ball, waterfront restaurants and much more.",1,"[3, 4, 4, 4, 4, 5, 5, 5, 5]","[5, 5, 5, 5, 5, 5, 5, 5]"
1337462,open,outstanding,"The locals are warm and friendly, and open to conversation.","The locals are warm and friendly, and outstanding to conversation.",1,"[2, 2, 4, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5]"
448278,huge,spectacular,"-The restored roller coaster 'The Coaster', and 'The Plunge', a huge indoor swimming pool, are also located at Belmont Park (12 minute walk from the apartment).","-The restored roller coaster 'The Coaster', and 'The Plunge', a spectacular indoor swimming pool, are also located at Belmont Park (12 minute walk from the apartment).",1,"[3, 3, 3, 3, 3, 3, 4, 4, 5]","[3, 3, 4, 4, 4, 4, 5, 5]"
787159,exciting,fabulous,One of the best and most exciting parts of being in a big city like LA is that there is always so much to do!,One of the best and most fabulous parts of being in a big city like LA is that there is always so much to do!,1,"[2, 2, 3, 4, 4, 4, 4, 4, 5, 5]","[3, 4, 4, 5, 5, 5, 5, 5]"
787065,exciting,fabulous,"Ballard is also just around the corner and another exciting neighborhood to explore full of more great shops, restaurants and breweries!","Ballard is also just around the corner and another fabulous neighborhood to explore full of more great shops, restaurants and breweries!",1,"[3, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]"
191481,amazing,incredible,"this is one of the most central locations in all of venice, walk to windward where the infamous VENICE lights hang above and hit the beach, walk to abbot kinney, stroll the historic canals, or simply cruise the streets filled with amazing architecture.","this is one of the most central locations in all of venice, walk to windward where the infamous VENICE lights hang above and hit the beach, walk to abbot kinney, stroll the historic canals, or simply cruise the streets filled with incredible architecture.",1,"[4, 5, 5, 5, 5, 5, 5, 5]","[4, 5, 5, 5, 5, 5, 5, 5, 5]"
191487,amazing,incredible,The food is amazing as well as the quaint atmosphere.,The food is incredible as well as the quaint atmosphere.,1,"[3, 3, 3, 4, 4, 4, 5, 5, 5]","[3, 4, 4, 4, 4, 4, 5, 5]"
294199,amazing,fabulous,"Venice is amazing mix of rough and sofisticated, arty and tech, bycicles and teslas  So much to do: watch the sunset, do yoga on the beach, get healthy, start a culinary exploration or shop at Abbot Kinney","Venice is fabulous mix of rough and sofisticated, arty and tech, bycicles and teslas  So much to do: watch the sunset, do yoga on the beach, get healthy, start a culinary exploration or shop at Abbot Kinney",1,"[3, 4, 4, 5, 5, 5, 5, 5, 5, 5]","[2, 4, 4, 4, 4, 5, 5, 5, 5]"
294523,amazing,fabulous,India Street has amazing restaurants!!!,India Street has fabulous restaurants!!!,1,"[2, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[3, 4, 4, 4, 4, 4, 4, 4, 5]"
1166264,amazing,outstanding,"I can go for a workout or grab a drink with a friend or take advantage of the amazing restaurants on Abbot Kinney (Gelina, The Tasting Kitchen, SaltAir...).","I can go for a workout or grab a drink with a friend or take advantage of the outstanding restaurants on Abbot Kinney (Gelina, The Tasting Kitchen, SaltAir...).",1,"[2, 3, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 4, 4, 4, 5, 5, 5]"
1166934,amazing,outstanding,"There are some amazing restaurants, bars, clubs, music venues and of course the world famous Venice boardwalk and Venice Canals all within walking distance to the house.","There are some outstanding restaurants, bars, clubs, music venues and of course the world famous Venice boardwalk and Venice Canals all within walking distance to the house.",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]"
1442481,amazing,spectacular,"* Jump on the beach cruisers and ride to the famous Venice Canals, Rose street, Main street, Abbot Kinney and Lincoln blvd - all offer amazing restaurants, coffee shops, eateries and juice bars, and of course eclectic one of kind boutiques and shopping.","* Jump on the beach cruisers and ride to the famous Venice Canals, Rose street, Main street, Abbot Kinney and Lincoln blvd - all offer spectacular restaurants, coffee shops, eateries and juice bars, and of course eclectic one of kind boutiques and shopping.",1,"[3, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5]"
1443135,amazing,spectacular,"This neighborhood is absolutely amazing, especially in the summer!","This neighborhood is absolutely spectacular, especially in the summer!",1,"[4, 4, 4, 5, 5, 5, 5, 5, 5]","[2, 4, 4, 4, 5, 5, 5]"
429362,amazing,wonderful,"Walk Venice's famous, colorful, character-filled boardwalk, stroll the canals, eat at amazing and diverse restaurants, enjoy sunset on the marina, take a 20-mile bike ride on a dedicated beach-side path.","Walk Venice's famous, colorful, character-filled boardwalk, stroll the canals, eat at wonderful and diverse restaurants, enjoy sunset on the marina, take a 20-mile bike ride on a dedicated beach-side path.",1,"[3, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5, 5]"
430369,amazing,wonderful,"Soledad and offer amazing snorkeling, kayaking, swimming and surfing at world class beaches.","Soledad and offer wonderful snorkeling, kayaking, swimming and surfing at world class beaches.",1,"[3, 4, 4, 4, 5, 5, 5, 5, 5]","[4, 4, 5, 5, 5, 5, 5, 5, 5]"
117455,amazing,fantastic,"The short and wonderful walk to Abbot Kinney will expose you to the amazing blend of vintage cottages, craftsman homes and modern Venice architecture, which will only continue as you go slightly further to hit the beach and the Venice Boardwalk.","The short and wonderful walk to Abbot Kinney will expose you to the fantastic blend of vintage cottages, craftsman homes and modern Venice architecture, which will only continue as you go slightly further to hit the beach and the Venice Boardwalk.",1,"[4, 4, 4, 4, 4, 5, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5, 5]"
117204,amazing,fantastic,"You are just steps away from amazing bars, restaurants and cafes at every turn (ie, no car needed if you love to walk like I do!)","You are just steps away from fantastic bars, restaurants and cafes at every turn (ie, no car needed if you love to walk like I do!)",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 4, 5, 5, 5, 5]"
711022,events,festivals,"Some restaurants, bars, cafes that we can suggest to your guests:  MAMA HONGS VIETNAMESE KITCHEN SAGE VEGAN RESTAURANT (CULVER CITY) Some activities, events that we can suggest to your guests:  Visit universal studios  Visit the beaches Shopping areas","Some restaurants, bars, cafes that we can suggest to your guests:  MAMA HONGS VIETNAMESE KITCHEN SAGE VEGAN RESTAURANT (CULVER CITY) Some activities, festivals that we can suggest to your guests:  Visit universal studios  Visit the beaches Shopping areas",1,"[3, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[1, 4, 4, 4, 4, 4, 5, 5, 5]"
711114,events,festivals,"We are about a mile away from the Playhouse District, one of LA's cultural epicenters with museums, theaters, movie theaters, SoCal's largest independent bookstore, shopping, farmer's markets, and many fun free outdoor events.","We are about a mile away from the Playhouse District, one of LA's cultural epicenters with museums, theaters, movie theaters, SoCal's largest independent bookstore, shopping, farmer's markets, and many fun free outdoor festivals.",1,"[4, 4, 4, 4, 4, 5, 5, 5, 5]","[3, 4, 4, 4, 5, 5, 5, 5, 5, 5]"
180410,cheap,inexpensive,Plan Check Burger Spot Cafe 50s all American- great place for cheap breakfast and kids.,Plan Check Burger Spot Cafe 50s all American- great place for inexpensive breakfast and kids.,1,"[3, 3, 4, 4, 4, 4, 4, 4, 4, 5]","[3, 3, 4, 4, 4, 4, 5, 5, 5]"
1504311,hot,excellent,"A tree-lined street and quiet neighborhood just a few minutes away from the hustle and bustle of tourist locations, trendy hot spots, cultural institutions, studio lots and beaches.","A tree-lined street and quiet neighborhood just a few minutes away from the hustle and bustle of tourist locations, trendy excellent spots, cultural institutions, studio lots and beaches.",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 5, 5, 5, 5, 5, 5, 5, 5]"
183256,comfortable,cozy,My neighbors are all very friendly and make it a very comfortable and exciting place to live.,My neighbors are all very friendly and make it a very cozy and exciting place to live.,1,"[3, 4, 4, 4, 4, 5, 5, 5, 5]","[2, 4, 4, 5, 5, 5, 5]"
183319,comfortable,cozy,"Enjoy a relaxing stay in my clean and comfortable apartment, for a fraction of the nightly rate of the neighboring hotels in Malibu and Santa Monica!","Enjoy a relaxing stay in my clean and cozy apartment, for a fraction of the nightly rate of the neighboring hotels in Malibu and Santa Monica!",1,"[3, 4, 4, 4, 4, 4, 5, 5, 5]","[3, 4, 4, 4, 4, 5, 5, 5]"
485141,yummy,good,"If he has something in the smoker, and hears us out back, he will usually offer us a couple pieces of whatever he's cooking up...so yummy!","If he has something in the smoker, and hears us out back, he will usually offer us a couple pieces of whatever he's cooking up...so good!",1,"[2, 3, 3, 3, 3, 4, 4, 4, 5, 5]","[3, 3, 4, 4, 4, 4, 5, 5, 5]"
1435014,trips,tours,"The location is perfect for day trips to Hollywood, Santa Monica, Disneyland, Beverly Hills, and Downtown LA.","The location is perfect for day tours to Hollywood, Santa Monica, Disneyland, Beverly Hills, and Downtown LA.",1,"[4, 4, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 5, 5, 5, 5, 5, 5, 5]"
1435028,trips,tours,"You can enjoy Boat trips from Marina, bike rides, hanging out at the beach or make use of the many amenities on site.","You can enjoy Boat tours from Marina, bike rides, hanging out at the beach or make use of the many amenities on site.",1,"[3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[4, 4, 4, 4, 4, 4, 5, 5, 5]"
115280,various,several,"-JUST OPENED: at the end of our block is the awesome new Broadmoor Arts and Wellness Center offering various classes, workshops and wellness services to the public!","-JUST OPENED: at the end of our block is the awesome new Broadmoor Arts and Wellness Center offering several classes, workshops and wellness services to the public!",1,"[3, 3, 4, 4, 4, 4, 4, 4, 5, 5]","[3, 3, 3, 4, 4, 4, 4, 5, 5]"
115221,various,several,I'm surrounded by various food selections!,I'm surrounded by several food selections!,1,"[3, 4, 4, 4, 4, 4, 4, 4, 4]","[3, 4, 4, 4, 4, 4, 4, 5]"
152171,predominantly,mostly,"The area, while diverse (and getting more diverse by the day), has for some time been part of the largest contiguous predominantly black, middle class area in the country.","The area, while diverse (and getting more diverse by the day), has for some time been part of the largest contiguous mostly black, middle class area in the country.",1,"[2, 3, 3, 3, 3, 3, 4, 4, 4]","[1, 1, 2, 3, 3, 4, 4, 4, 4]"
152163,predominantly,mostly,"As a predominantly Catholic port city, New Orleans provided community and job security for Irish immigrants fleeing famine in the early to mid 1800s.","As a mostly Catholic port city, New Orleans provided community and job security for Irish immigrants fleeing famine in the early to mid 1800s.",1,"[1, 3, 3, 3, 3, 3, 3, 4, 4]","[3, 3, 3, 3, 3, 3, 3, 4, 4, 4]"
537482,predominantly,especially,"Characteristics:  In its earlier days, the Excelsior District was predominantly Italian, Irish, and Swiss.","Characteristics:  In its earlier days, the Excelsior District was especially Italian, Irish, and Swiss.",1,"[3, 3, 3, 3, 3, 3, 3, 3, 5]","[3, 3, 3, 3, 3, 4, 4, 5]"
537507,predominantly,especially,"It's predominantly hipsterville, making it very affordable and good for people watching.","It's especially hipsterville, making it very affordable and good for people watching.",1,"[2, 2, 3, 3, 3, 4, 4, 4, 4, 5]","[1, 3, 3, 4, 4, 4, 4, 5, 5, 5]"
272068,yummy,delicious,"Your ""home away from home"" is conveniently located walking distance from Main Street in Santa Monica which is lined with boutiques, coffee shops, yummy restaurants with beautiful outdoor eating options offering daily happy hours.","Your ""home away from home"" is conveniently located walking distance from Main Street in Santa Monica which is lined with boutiques, coffee shops, delicious restaurants with beautiful outdoor eating options offering daily happy hours.",1,"[3, 4, 4, 4, 5, 5, 5, 5, 5, 5]","[4, 4, 5, 5, 5, 5, 5, 5, 5]"
272002,yummy,delicious,PCC natural/organic grocery is a great place to pick up yummy food.,PCC natural/organic grocery is a great place to pick up delicious food.,1,"[3, 3, 3, 3, 4, 4, 4, 4, 5]","[2, 4, 4, 4, 4, 4, 4, 4]"
426807,apartments,homes,"we are in the middle of the city/ The lower Haight is  a hip neighborhood that epitomizes city living - million dollar mansions and almost affordable  apartments stand side by side, with their occupants, proving SF to be a welcoming city for all.","we are in the middle of the city/ The lower Haight is  a hip neighborhood that epitomizes city living - million dollar mansions and almost affordable  homes stand side by side, with their occupants, proving SF to be a welcoming city for all.",1,"[3, 4, 4, 4, 4, 4, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5]"
426906,apartments,homes,Mostly single family homes in the neighborhood with a few apartments.,Mostly single family homes in the neighborhood with a few homes.,1,"[2, 3, 3, 3, 3, 3, 3, 3, 4, 4]","[3, 3, 3, 3, 4, 4, 4, 5, 5, 5]"
392682,dynamic,vibrant,"Between its specialty bakeries, dynamic bar scene and incredible array of stylish boutiques, Andersonville is a thriving example of colorful, family-friendly city living.","Between its specialty bakeries, vibrant bar scene and incredible array of stylish boutiques, Andersonville is a thriving example of colorful, family-friendly city living.",1,"[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]","[3, 4, 5, 5, 5, 5, 5, 5]"
392625,dynamic,vibrant,"NorthPoint Common is the centerpiece of an interlocking park system which artfully weaves hills, paths and trees in a dynamic pattern around Miller‚Äôs Pond.","NorthPoint Common is the centerpiece of an interlocking park system which artfully weaves hills, paths and trees in a vibrant pattern around Miller‚Äôs Pond.",1,"[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5]"
180403,cheap,inexpensive,"The up-and-coming historic neighborhood is host to everything from wine bars to dive bars, fine dining to cheap eats, and of course near scenic views of the Mighty Mississippi.","The up-and-coming historic neighborhood is host to everything from wine bars to dive bars, fine dining to inexpensive eats, and of course near scenic views of the Mighty Mississippi.",1,"[4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5]","[4, 4, 4, 5, 5, 5, 5, 5, 5]"
180460,cheap,inexpensive,"Bridgeport is most likely one of the last havens of Chicago where food is cheap, locations are artsy, and the neighborhood is extremely safe.","Bridgeport is most likely one of the last havens of Chicago where food is inexpensive, locations are artsy, and the neighborhood is extremely safe.",1,"[4, 4, 5, 5, 5, 5, 5, 5, 5]","[4, 4, 4, 4, 5, 5, 5, 5, 5]"
1177559,notable,unique,"Pacific Heights is a neighborhood of San Francisco, which is known for the notable people who reside in the area.","Pacific Heights is a neighborhood of San Francisco, which is known for the unique people who reside in the area.",1,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5]","[2, 3, 3, 4, 4, 4, 4, 5, 5]"
